business_id,business_type,date,source_category,activity,amount,unit,emission_factor,emissions_kgCO2e,scope
B002,Restaurant,2024-03,fuel,petrol,38.0,liter,2.33,88.54,Scope 1
B0020,Supermarket,2024-01,electricity,electricity_consumption,1146.0,kWh,0.359,411.414,Scope 2
B0020,Supermarket,2024-02,electricity,electricity_consumption,682.0,kWh,0.359,244.838,Scope 2
B0020,Supermarket,2024-03,electricity,electricity_consumption,1263.0,kWh,0.359,453.417,Scope 2
B0020,Supermarket,2024-04,electricity,electricity_consumption,1992.0,kWh,0.359,715.128,Scope 2
B0020,Supermarket,2024-05,electricity,electricity_consumption,572.0,kWh,0.359,205.348,Scope 2
B0020,Supermarket,2024-06,electricity,electricity_consumption,2137.0,kWh,0.359,767.183,Scope 2
B0020,Supermarket,2024-07,electricity,electricity_consumption,1931.0,kWh,0.359,693.229,Scope 2
B0020,Supermarket,2024-08,electricity,electricity_consumption,2277.0,kWh,0.359,817.443,Scope 2
B0020,Supermarket,2024-09,electricity,electricity_consumption,2054.0,kWh,0.359,737.386,Scope 2
B0020,Supermarket,2024-10,electricity,electricity_consumption,1129.0,kWh,0.359,405.311,Scope 2
B0020,Supermarket,2024-11,electricity,electricity_consumption,1516.0,kWh,0.359,544.244,Scope 2
B0020,Supermarket,2024-12,electricity,electricity_consumption,656.0,kWh,0.359,235.504,Scope 2
B0021,SmallShop,2024-01,electricity,electricity_consumption,144.0,kWh,0.359,51.696,Scope 2
B0021,SmallShop,2024-02,electricity,electricity_consumption,397.0,kWh,0.359,142.523,Scope 2
B0021,SmallShop,2024-03,electricity,electricity_consumption,173.0,kWh,0.359,62.107,Scope 2
B0021,SmallShop,2024-04,electricity,electricity_consumption,326.0,kWh,0.359,117.034,Scope 2
B0021,SmallShop,2024-05,electricity,electricity_consumption,230.0,kWh,0.359,82.57,Scope 2
B0021,SmallShop,2024-06,electricity,electricity_consumption,188.0,kWh,0.359,67.492,Scope 2
B0021,SmallShop,2024-07,electricity,electricity_consumption,209.0,kWh,0.359,75.031,Scope 2
B0021,SmallShop,2024-08,electricity,electricity_consumption,243.0,kWh,0.359,87.237,Scope 2
B0021,SmallShop,2024-09,electricity,electricity_consumption,372.0,kWh,0.359,133.548,Scope 2
B0021,SmallShop,2024-10,electricity,electricity_consumption,235.0,kWh,0.359,84.365,Scope 2
B0021,SmallShop,2024-11,electricity,electricity_consumption,329.0,kWh,0.359,118.111,Scope 2
B0021,SmallShop,2024-12,electricity,electricity_consumption,252.0,kWh,0.359,90.468,Scope 2
B0022,SmallShop,2024-01,electricity,electricity_consumption,400.0,kWh,0.359,143.6,Scope 2
B0022,SmallShop,2024-02,electricity,electricity_consumption,73.0,kWh,0.359,26.207,Scope 2
B0022,SmallShop,2024-03,electricity,electricity_consumption,151.0,kWh,0.359,54.209,Scope 2
B0022,SmallShop,2024-04,electricity,electricity_consumption,127.0,kWh,0.359,45.593,Scope 2
B0022,SmallShop,2024-05,electricity,electricity_consumption,357.0,kWh,0.359,128.163,Scope 2
B0022,SmallShop,2024-06,electricity,electricity_consumption,139.0,kWh,0.359,49.901,Scope 2
B0022,SmallShop,2024-07,electricity,electricity_consumption,151.0,kWh,0.359,54.209,Scope 2
B0022,SmallShop,2024-08,electricity,electricity_consumption,73.0,kWh,0.359,26.207,Scope 2
B0022,SmallShop,2024-09,electricity,electricity_consumption,153.0,kWh,0.359,54.927,Scope 2
B0022,SmallShop,2024-10,electricity,electricity_consumption,133.0,kWh,0.359,47.747,Scope 2
B0022,SmallShop,2024-11,electricity,electricity_consumption,364.0,kWh,0.359,130.676,Scope 2
B0022,SmallShop,2024-12,electricity,electricity_consumption,57.0,kWh,0.359,20.463,Scope 2
B0023,SmallShop,2024-01,electricity,electricity_consumption,340.0,kWh,0.359,122.06,Scope 2
B0023,SmallShop,2024-02,electricity,electricity_consumption,159.0,kWh,0.359,57.081,Scope 2
B0023,SmallShop,2024-03,electricity,electricity_consumption,122.0,kWh,0.359,43.798,Scope 2
B0023,SmallShop,2024-04,electricity,electricity_consumption,262.0,kWh,0.359,94.058,Scope 2
B0023,SmallShop,2024-05,electricity,electricity_consumption,72.0,kWh,0.359,25.848,Scope 2
B0023,SmallShop,2024-06,electricity,electricity_consumption,101.0,kWh,0.359,36.259,Scope 2
B0023,SmallShop,2024-07,electricity,electricity_consumption,167.0,kWh,0.359,59.953,Scope 2
B0023,SmallShop,2024-08,electricity,electricity_consumption,116.0,kWh,0.359,41.644,Scope 2
B0023,SmallShop,2024-09,electricity,electricity_consumption,257.0,kWh,0.359,92.263,Scope 2
B0023,SmallShop,2024-10,electricity,electricity_consumption,136.0,kWh,0.359,48.824,Scope 2
B0023,SmallShop,2024-11,electricity,electricity_consumption,189.0,kWh,0.359,67.851,Scope 2
B0023,SmallShop,2024-12,electricity,electricity_consumption,219.0,kWh,0.359,78.621,Scope 2
B0024,SmallShop,2024-01,electricity,electricity_consumption,84.0,kWh,0.359,30.156,Scope 2
B0024,SmallShop,2024-02,electricity,electricity_consumption,104.0,kWh,0.359,37.336,Scope 2
B0024,SmallShop,2024-03,electricity,electricity_consumption,70.0,kWh,0.359,25.13,Scope 2
B0024,SmallShop,2024-04,electricity,electricity_consumption,431.0,kWh,0.359,154.729,Scope 2
B0024,SmallShop,2024-05,electricity,electricity_consumption,64.0,kWh,0.359,22.976,Scope 2
B0024,SmallShop,2024-06,electricity,electricity_consumption,139.0,kWh,0.359,49.901,Scope 2
B0024,SmallShop,2024-07,electricity,electricity_consumption,189.0,kWh,0.359,67.851,Scope 2
B0024,SmallShop,2024-08,electricity,electricity_consumption,93.0,kWh,0.359,33.387,Scope 2
B0024,SmallShop,2024-09,electricity,electricity_consumption,170.0,kWh,0.359,61.03,Scope 2
B0024,SmallShop,2024-10,electricity,electricity_consumption,161.0,kWh,0.359,57.799,Scope 2
B0024,SmallShop,2024-11,electricity,electricity_consumption,232.0,kWh,0.359,83.288,Scope 2
B0024,SmallShop,2024-12,electricity,electricity_consumption,171.0,kWh,0.359,61.389,Scope 2
B0025,SmallShop,2024-01,electricity,electricity_consumption,66.0,kWh,0.359,23.694,Scope 2
B0025,SmallShop,2024-02,electricity,electricity_consumption,260.0,kWh,0.359,93.34,Scope 2
B0025,SmallShop,2024-03,electricity,electricity_consumption,365.0,kWh,0.359,131.035,Scope 2
B0025,SmallShop,2024-04,electricity,electricity_consumption,225.0,kWh,0.359,80.775,Scope 2
B0025,SmallShop,2024-05,electricity,electricity_consumption,115.0,kWh,0.359,41.285,Scope 2
B0025,SmallShop,2024-06,electricity,electricity_consumption,258.0,kWh,0.359,92.622,Scope 2
B0025,SmallShop,2024-07,electricity,electricity_consumption,193.0,kWh,0.359,69.287,Scope 2
B0025,SmallShop,2024-08,electricity,electricity_consumption,159.0,kWh,0.359,57.081,Scope 2
B0025,SmallShop,2024-09,electricity,electricity_consumption,183.0,kWh,0.359,65.697,Scope 2
B0025,SmallShop,2024-10,electricity,electricity_consumption,224.0,kWh,0.359,80.416,Scope 2
B0025,SmallShop,2024-11,electricity,electricity_consumption,332.0,kWh,0.359,119.188,Scope 2
B0025,SmallShop,2024-12,electricity,electricity_consumption,348.0,kWh,0.359,124.932,Scope 2
B0026,SmallShop,2024-01,electricity,electricity_consumption,225.0,kWh,0.359,80.775,Scope 2
B0026,SmallShop,2024-02,electricity,electricity_consumption,169.0,kWh,0.359,60.671,Scope 2
B0026,SmallShop,2024-03,electricity,electricity_consumption,155.0,kWh,0.359,55.645,Scope 2
B0026,SmallShop,2024-04,electricity,electricity_consumption,119.0,kWh,0.359,42.721,Scope 2
B0026,SmallShop,2024-05,electricity,electricity_consumption,217.0,kWh,0.359,77.903,Scope 2
B0026,SmallShop,2024-06,electricity,electricity_consumption,332.0,kWh,0.359,119.188,Scope 2
B0026,SmallShop,2024-07,electricity,electricity_consumption,293.0,kWh,0.359,105.187,Scope 2
B0026,SmallShop,2024-08,electricity,electricity_consumption,111.0,kWh,0.359,39.849,Scope 2
B0026,SmallShop,2024-09,electricity,electricity_consumption,172.0,kWh,0.359,61.748,Scope 2
B0026,SmallShop,2024-10,electricity,electricity_consumption,174.0,kWh,0.359,62.466,Scope 2
B0026,SmallShop,2024-11,electricity,electricity_consumption,165.0,kWh,0.359,59.235,Scope 2
B0026,SmallShop,2024-12,electricity,electricity_consumption,214.0,kWh,0.359,76.826,Scope 2
B0027,SmallShop,2024-01,electricity,electricity_consumption,277.0,kWh,0.359,99.443,Scope 2
B0027,SmallShop,2024-02,electricity,electricity_consumption,347.0,kWh,0.359,124.573,Scope 2
B0027,SmallShop,2024-03,electricity,electricity_consumption,121.0,kWh,0.359,43.439,Scope 2
B0027,SmallShop,2024-04,electricity,electricity_consumption,253.0,kWh,0.359,90.827,Scope 2
B0027,SmallShop,2024-05,electricity,electricity_consumption,126.0,kWh,0.359,45.234,Scope 2
B0027,SmallShop,2024-06,electricity,electricity_consumption,111.0,kWh,0.359,39.849,Scope 2
B0027,SmallShop,2024-07,electricity,electricity_consumption,71.0,kWh,0.359,25.489,Scope 2
B0027,SmallShop,2024-08,electricity,electricity_consumption,215.0,kWh,0.359,77.185,Scope 2
B0027,SmallShop,2024-09,electricity,electricity_consumption,189.0,kWh,0.359,67.851,Scope 2
B0027,SmallShop,2024-10,electricity,electricity_consumption,261.0,kWh,0.359,93.699,Scope 2
B0027,SmallShop,2024-11,electricity,electricity_consumption,179.0,kWh,0.359,64.261,Scope 2
B0027,SmallShop,2024-12,electricity,electricity_consumption,101.0,kWh,0.359,36.259,Scope 2
B0028,SmallShop,2024-01,electricity,electricity_consumption,280.0,kWh,0.359,100.52,Scope 2
B0028,SmallShop,2024-02,electricity,electricity_consumption,255.0,kWh,0.359,91.545,Scope 2
B0028,SmallShop,2024-03,electricity,electricity_consumption,107.0,kWh,0.359,38.413,Scope 2
B0028,SmallShop,2024-04,electricity,electricity_consumption,117.0,kWh,0.359,42.003,Scope 2
B0028,SmallShop,2024-05,electricity,electricity_consumption,189.0,kWh,0.359,67.851,Scope 2
B0028,SmallShop,2024-06,electricity,electricity_consumption,167.0,kWh,0.359,59.953,Scope 2
B0028,SmallShop,2024-07,electricity,electricity_consumption,369.0,kWh,0.359,132.471,Scope 2
B0028,SmallShop,2024-08,electricity,electricity_consumption,308.0,kWh,0.359,110.572,Scope 2
B0028,SmallShop,2024-09,electricity,electricity_consumption,367.0,kWh,0.359,131.753,Scope 2
B0028,SmallShop,2024-10,electricity,electricity_consumption,255.0,kWh,0.359,91.545,Scope 2
B0028,SmallShop,2024-11,electricity,electricity_consumption,320.0,kWh,0.359,114.88,Scope 2
B0028,SmallShop,2024-12,electricity,electricity_consumption,363.0,kWh,0.359,130.317,Scope 2
B0029,SmallShop,2024-01,electricity,electricity_consumption,91.0,kWh,0.359,32.669,Scope 2
B0029,SmallShop,2024-02,electricity,electricity_consumption,157.0,kWh,0.359,56.363,Scope 2
B0029,SmallShop,2024-03,electricity,electricity_consumption,171.0,kWh,0.359,61.389,Scope 2
B0029,SmallShop,2024-04,electricity,electricity_consumption,152.0,kWh,0.359,54.568,Scope 2
B0029,SmallShop,2024-05,electricity,electricity_consumption,106.0,kWh,0.359,38.054,Scope 2
B0029,SmallShop,2024-06,electricity,electricity_consumption,170.0,kWh,0.359,61.03,Scope 2
B0029,SmallShop,2024-07,electricity,electricity_consumption,167.0,kWh,0.359,59.953,Scope 2
B0029,SmallShop,2024-08,electricity,electricity_consumption,164.0,kWh,0.359,58.876,Scope 2
B0029,SmallShop,2024-09,electricity,electricity_consumption,137.0,kWh,0.359,49.183,Scope 2
B0029,SmallShop,2024-10,electricity,electricity_consumption,301.0,kWh,0.359,108.059,Scope 2
B0029,SmallShop,2024-11,electricity,electricity_consumption,145.0,kWh,0.359,52.055,Scope 2
B0029,SmallShop,2024-12,electricity,electricity_consumption,421.0,kWh,0.359,151.139,Scope 2
B003,FuelStation,2024-01,fuel,diesel,814.0,liter,2.68,2181.52,Scope 1
B003,FuelStation,2024-01,fuel,petrol,730.0,liter,2.33,1700.9,Scope 1
B003,FuelStation,2024-02,fuel,diesel,1058.0,liter,2.68,2835.44,Scope 1
B003,FuelStation,2024-02,fuel,petrol,487.0,liter,2.33,1134.71,Scope 1
B003,FuelStation,2024-03,fuel,diesel,972.0,liter,2.68,2604.96,Scope 1
B003,FuelStation,2024-03,fuel,petrol,499.0,liter,2.33,1162.67,Scope 1
B0030,ISP,2024-01,electricity,electricity_consumption,262.36,kWh,0.359,94.188,Scope 2
B0030,ISP,2024-01,water,water_supply,58.03,m3,0.344,19.9618,Scope 3
B0030,ISP,2024-01,waste,solid_waste,123.2,kg,1.5,184.7991,Scope 3
B0030,ISP,2024-01,electricity,air_conditioning,1397.99,kWh,0.359,501.8776,Scope 2
B0030,ISP,2024-02,electricity,electricity_consumption,196.81,kWh,0.359,70.6532,Scope 2
B0030,ISP,2024-02,water,water_supply,26.24,m3,0.344,9.0265,Scope 3
B0030,ISP,2024-02,waste,solid_waste,55.81,kg,1.5,83.7125,Scope 3
B0030,ISP,2024-02,electricity,air_conditioning,1799.26,kWh,0.359,645.9359,Scope 2
B0030,ISP,2024-03,electricity,electricity_consumption,330.33,kWh,0.359,118.5901,Scope 2
B0030,ISP,2024-03,water,water_supply,48.32,m3,0.344,16.6231,Scope 3
B0030,ISP,2024-03,waste,solid_waste,52.06,kg,1.5,78.0877,Scope 3
B0030,ISP,2024-03,electricity,air_conditioning,1954.86,kWh,0.359,701.7965,Scope 2
B0030,ISP,2024-04,electricity,electricity_consumption,399.73,kWh,0.359,143.5041,Scope 2
B0030,ISP,2024-04,water,water_supply,28.49,m3,0.344,9.8018,Scope 3
B0030,ISP,2024-04,waste,solid_waste,68.18,kg,1.5,102.2737,Scope 3
B0030,ISP,2024-04,electricity,air_conditioning,775.11,kWh,0.359,278.2633,Scope 2
B0030,ISP,2024-05,electricity,electricity_consumption,241.27,kWh,0.359,86.6169,Scope 2
B0030,ISP,2024-05,water,water_supply,40.99,m3,0.344,14.1006,Scope 3
B0030,ISP,2024-05,waste,solid_waste,93.19,kg,1.5,139.7918,Scope 3
B0030,ISP,2024-05,electricity,air_conditioning,936.84,kWh,0.359,336.3269,Scope 2
B0030,ISP,2024-06,electricity,electricity_consumption,333.56,kWh,0.359,119.7466,Scope 2
B0030,ISP,2024-06,water,water_supply,25.58,m3,0.344,8.7994,Scope 3
B0030,ISP,2024-06,waste,solid_waste,79.21,kg,1.5,118.8217,Scope 3
B0030,ISP,2024-06,electricity,air_conditioning,1049.54,kWh,0.359,376.7859,Scope 2
B0030,ISP,2024-07,electricity,electricity_consumption,286.82,kWh,0.359,102.9687,Scope 2
B0030,ISP,2024-07,water,water_supply,51.41,m3,0.344,17.684,Scope 3
B0030,ISP,2024-07,waste,solid_waste,69.97,kg,1.5,104.9511,Scope 3
B0030,ISP,2024-07,electricity,air_conditioning,1271.35,kWh,0.359,456.4152,Scope 2
B0030,ISP,2024-08,electricity,electricity_consumption,327.72,kWh,0.359,117.653,Scope 2
B0030,ISP,2024-08,water,water_supply,21.86,m3,0.344,7.5192,Scope 3
B0030,ISP,2024-08,waste,solid_waste,110.75,kg,1.5,166.1317,Scope 3
B0030,ISP,2024-08,electricity,air_conditioning,755.79,kWh,0.359,271.3272,Scope 2
B0030,ISP,2024-09,electricity,electricity_consumption,169.52,kWh,0.359,60.8561,Scope 2
B0030,ISP,2024-09,water,water_supply,57.96,m3,0.344,19.9367,Scope 3
B0030,ISP,2024-09,waste,solid_waste,146.56,kg,1.5,219.8448,Scope 3
B0030,ISP,2024-09,electricity,air_conditioning,1712.6,kWh,0.359,614.822,Scope 2
B0030,ISP,2024-10,electricity,electricity_consumption,241.38,kWh,0.359,86.6569,Scope 2
B0030,ISP,2024-10,water,water_supply,23.91,m3,0.344,8.224,Scope 3
B0030,ISP,2024-10,waste,solid_waste,118.42,kg,1.5,177.635,Scope 3
B0030,ISP,2024-10,electricity,air_conditioning,1160.23,kWh,0.359,416.5221,Scope 2
B0030,ISP,2024-11,electricity,electricity_consumption,186.61,kWh,0.359,66.9935,Scope 2
B0030,ISP,2024-11,water,water_supply,39.81,m3,0.344,13.6936,Scope 3
B0030,ISP,2024-11,waste,solid_waste,53.44,kg,1.5,80.1583,Scope 3
B0030,ISP,2024-11,electricity,air_conditioning,1863.98,kWh,0.359,669.169,Scope 2
B0030,ISP,2024-12,electricity,electricity_consumption,227.63,kWh,0.359,81.7206,Scope 2
B0030,ISP,2024-12,water,water_supply,46.5,m3,0.344,15.9963,Scope 3
B0030,ISP,2024-12,waste,solid_waste,81.17,kg,1.5,121.7567,Scope 3
B0030,ISP,2024-12,electricity,air_conditioning,1280.1,kWh,0.359,459.5566,Scope 2
B0031,Hardware Store,2024-01,electricity,electricity_consumption,314.01,kWh,0.359,112.7307,Scope 2
B0031,Hardware Store,2024-01,water,water_supply,27.39,m3,0.344,9.4236,Scope 3
B0031,Hardware Store,2024-01,waste,solid_waste,146.96,kg,1.5,220.4377,Scope 3
B0031,Hardware Store,2024-02,electricity,electricity_consumption,382.54,kWh,0.359,137.3318,Scope 2
B0031,Hardware Store,2024-02,water,water_supply,57.58,m3,0.344,19.8075,Scope 3
B0031,Hardware Store,2024-02,waste,solid_waste,139.48,kg,1.5,209.2241,Scope 3
B0031,Hardware Store,2024-03,electricity,electricity_consumption,329.37,kWh,0.359,118.2438,Scope 2
B0031,Hardware Store,2024-03,water,water_supply,56.87,m3,0.344,19.565,Scope 3
B0031,Hardware Store,2024-03,waste,solid_waste,58.85,kg,1.5,88.2739,Scope 3
B0031,Hardware Store,2024-04,electricity,electricity_consumption,208.79,kWh,0.359,74.9574,Scope 2
B0031,Hardware Store,2024-04,water,water_supply,21.81,m3,0.344,7.5023,Scope 3
B0031,Hardware Store,2024-04,waste,solid_waste,82.53,kg,1.5,123.7995,Scope 3
B0031,Hardware Store,2024-05,electricity,electricity_consumption,266.6,kWh,0.359,95.7105,Scope 2
B0031,Hardware Store,2024-05,water,water_supply,30.85,m3,0.344,10.6138,Scope 3
B0031,Hardware Store,2024-05,waste,solid_waste,132.87,kg,1.5,199.3106,Scope 3
B0031,Hardware Store,2024-06,electricity,electricity_consumption,257.03,kWh,0.359,92.2723,Scope 2
B0031,Hardware Store,2024-06,water,water_supply,31.24,m3,0.344,10.7457,Scope 3
B0031,Hardware Store,2024-06,waste,solid_waste,104.27,kg,1.5,156.4044,Scope 3
B0031,Hardware Store,2024-07,electricity,electricity_consumption,192.28,kWh,0.359,69.0275,Scope 2
B0031,Hardware Store,2024-07,water,water_supply,52.09,m3,0.344,17.9182,Scope 3
B0031,Hardware Store,2024-07,waste,solid_waste,57.46,kg,1.5,86.1826,Scope 3
B0031,Hardware Store,2024-08,electricity,electricity_consumption,446.07,kWh,0.359,160.1377,Scope 2
B0031,Hardware Store,2024-08,water,water_supply,50.89,m3,0.344,17.5061,Scope 3
B0031,Hardware Store,2024-08,waste,solid_waste,69.87,kg,1.5,104.8074,Scope 3
B0031,Hardware Store,2024-09,electricity,electricity_consumption,151.66,kWh,0.359,54.4447,Scope 2
B0031,Hardware Store,2024-09,water,water_supply,52.62,m3,0.344,18.1007,Scope 3
B0031,Hardware Store,2024-09,waste,solid_waste,120.69,kg,1.5,181.0286,Scope 3
B0031,Hardware Store,2024-10,electricity,electricity_consumption,368.7,kWh,0.359,132.3641,Scope 2
B0031,Hardware Store,2024-10,water,water_supply,50.85,m3,0.344,17.4927,Scope 3
B0031,Hardware Store,2024-10,waste,solid_waste,57.4,kg,1.5,86.1067,Scope 3
B0031,Hardware Store,2024-11,electricity,electricity_consumption,257.54,kWh,0.359,92.4568,Scope 2
B0031,Hardware Store,2024-11,water,water_supply,24.63,m3,0.344,8.4744,Scope 3
B0031,Hardware Store,2024-11,waste,solid_waste,136.31,kg,1.5,204.4655,Scope 3
B0031,Hardware Store,2024-12,electricity,electricity_consumption,336.99,kWh,0.359,120.9792,Scope 2
B0031,Hardware Store,2024-12,water,water_supply,33.24,m3,0.344,11.4332,Scope 3
B0031,Hardware Store,2024-12,waste,solid_waste,56.36,kg,1.5,84.5338,Scope 3
B0032,Consulting,2024-01,electricity,electricity_consumption,243.29,kWh,0.359,87.3428,Scope 2
B0032,Consulting,2024-01,water,water_supply,33.01,m3,0.344,11.3545,Scope 3
B0032,Consulting,2024-01,waste,solid_waste,122.96,kg,1.5,184.4409,Scope 3
B0032,Consulting,2024-02,electricity,electricity_consumption,341.27,kWh,0.359,122.5149,Scope 2
B0032,Consulting,2024-02,water,water_supply,55.49,m3,0.344,19.088,Scope 3
B0032,Consulting,2024-02,waste,solid_waste,97.22,kg,1.5,145.8322,Scope 3
B0032,Consulting,2024-03,electricity,electricity_consumption,185.88,kWh,0.359,66.7303,Scope 2
B0032,Consulting,2024-03,water,water_supply,48.53,m3,0.344,16.6942,Scope 3
B0032,Consulting,2024-03,waste,solid_waste,126.08,kg,1.5,189.1178,Scope 3
B0032,Consulting,2024-04,electricity,electricity_consumption,318.38,kWh,0.359,114.2996,Scope 2
B0032,Consulting,2024-04,water,water_supply,50.84,m3,0.344,17.4885,Scope 3
B0032,Consulting,2024-04,waste,solid_waste,99.38,kg,1.5,149.0693,Scope 3
B0032,Consulting,2024-05,electricity,electricity_consumption,306.82,kWh,0.359,110.1483,Scope 2
B0032,Consulting,2024-05,water,water_supply,37.1,m3,0.344,12.763,Scope 3
B0032,Consulting,2024-05,waste,solid_waste,52.54,kg,1.5,78.8129,Scope 3
B0032,Consulting,2024-06,electricity,electricity_consumption,182.37,kWh,0.359,65.4699,Scope 2
B0032,Consulting,2024-06,water,water_supply,21.26,m3,0.344,7.3125,Scope 3
B0032,Consulting,2024-06,waste,solid_waste,113.64,kg,1.5,170.4616,Scope 3
B0032,Consulting,2024-07,electricity,electricity_consumption,244.31,kWh,0.359,87.7061,Scope 2
B0032,Consulting,2024-07,water,water_supply,40.34,m3,0.344,13.8779,Scope 3
B0032,Consulting,2024-07,waste,solid_waste,140.76,kg,1.5,211.135,Scope 3
B0032,Consulting,2024-08,electricity,electricity_consumption,224.79,kWh,0.359,80.6988,Scope 2
B0032,Consulting,2024-08,water,water_supply,36.42,m3,0.344,12.5269,Scope 3
B0032,Consulting,2024-08,waste,solid_waste,125.56,kg,1.5,188.3327,Scope 3
B0032,Consulting,2024-09,electricity,electricity_consumption,218.64,kWh,0.359,78.4916,Scope 2
B0032,Consulting,2024-09,water,water_supply,23.08,m3,0.344,7.9392,Scope 3
B0032,Consulting,2024-09,waste,solid_waste,78.98,kg,1.5,118.4627,Scope 3
B0032,Consulting,2024-10,electricity,electricity_consumption,198.37,kWh,0.359,71.2135,Scope 2
B0032,Consulting,2024-10,water,water_supply,57.19,m3,0.344,19.6726,Scope 3
B0032,Consulting,2024-10,waste,solid_waste,130.81,kg,1.5,196.2181,Scope 3
B0032,Consulting,2024-11,electricity,electricity_consumption,340.02,kWh,0.359,122.0676,Scope 2
B0032,Consulting,2024-11,water,water_supply,54.86,m3,0.344,18.8713,Scope 3
B0032,Consulting,2024-11,waste,solid_waste,130.37,kg,1.5,195.5508,Scope 3
B0032,Consulting,2024-12,electricity,electricity_consumption,205.97,kWh,0.359,73.9436,Scope 2
B0032,Consulting,2024-12,water,water_supply,55.7,m3,0.344,19.1616,Scope 3
B0032,Consulting,2024-12,waste,solid_waste,103.93,kg,1.5,155.9013,Scope 3
B0033,Pharmacy,2024-01,electricity,electricity_consumption,392.23,kWh,0.359,140.8113,Scope 2
B0033,Pharmacy,2024-01,water,water_supply,55.84,m3,0.344,19.2102,Scope 3
B0033,Pharmacy,2024-01,waste,solid_waste,81.8,kg,1.5,122.7005,Scope 3
B0033,Pharmacy,2024-02,electricity,electricity_consumption,183.02,kWh,0.359,65.7026,Scope 2
B0033,Pharmacy,2024-02,water,water_supply,29.12,m3,0.344,10.0164,Scope 3
B0033,Pharmacy,2024-02,waste,solid_waste,92.71,kg,1.5,139.0662,Scope 3
B0033,Pharmacy,2024-03,electricity,electricity_consumption,395.4,kWh,0.359,141.9502,Scope 2
B0033,Pharmacy,2024-03,water,water_supply,54.43,m3,0.344,18.7237,Scope 3
B0033,Pharmacy,2024-03,waste,solid_waste,50.7,kg,1.5,76.0428,Scope 3
B0033,Pharmacy,2024-04,electricity,electricity_consumption,303.22,kWh,0.359,108.8575,Scope 2
B0033,Pharmacy,2024-04,water,water_supply,36.7,m3,0.344,12.6236,Scope 3
B0033,Pharmacy,2024-04,waste,solid_waste,72.21,kg,1.5,108.3162,Scope 3
B0033,Pharmacy,2024-05,electricity,electricity_consumption,185.96,kWh,0.359,66.7595,Scope 2
B0033,Pharmacy,2024-05,water,water_supply,33.5,m3,0.344,11.5256,Scope 3
B0033,Pharmacy,2024-05,waste,solid_waste,144.29,kg,1.5,216.4365,Scope 3
B0033,Pharmacy,2024-06,electricity,electricity_consumption,246.96,kWh,0.359,88.659,Scope 2
B0033,Pharmacy,2024-06,water,water_supply,40.75,m3,0.344,14.0186,Scope 3
B0033,Pharmacy,2024-06,waste,solid_waste,120.3,kg,1.5,180.4528,Scope 3
B0033,Pharmacy,2024-07,electricity,electricity_consumption,259.09,kWh,0.359,93.0129,Scope 2
B0033,Pharmacy,2024-07,water,water_supply,58.87,m3,0.344,20.2517,Scope 3
B0033,Pharmacy,2024-07,waste,solid_waste,146.24,kg,1.5,219.3671,Scope 3
B0033,Pharmacy,2024-08,electricity,electricity_consumption,225.53,kWh,0.359,80.967,Scope 2
B0033,Pharmacy,2024-08,water,water_supply,39.89,m3,0.344,13.7221,Scope 3
B0033,Pharmacy,2024-08,waste,solid_waste,80.09,kg,1.5,120.1317,Scope 3
B0033,Pharmacy,2024-09,electricity,electricity_consumption,235.45,kWh,0.359,84.5273,Scope 2
B0033,Pharmacy,2024-09,water,water_supply,21.48,m3,0.344,7.3876,Scope 3
B0033,Pharmacy,2024-09,waste,solid_waste,110.96,kg,1.5,166.4347,Scope 3
B0033,Pharmacy,2024-10,electricity,electricity_consumption,300.8,kWh,0.359,107.9885,Scope 2
B0033,Pharmacy,2024-10,water,water_supply,22.06,m3,0.344,7.5883,Scope 3
B0033,Pharmacy,2024-10,waste,solid_waste,77.86,kg,1.5,116.797,Scope 3
B0033,Pharmacy,2024-11,electricity,electricity_consumption,422.48,kWh,0.359,151.6702,Scope 2
B0033,Pharmacy,2024-11,water,water_supply,29.58,m3,0.344,10.1764,Scope 3
B0033,Pharmacy,2024-11,waste,solid_waste,64.49,kg,1.5,96.7342,Scope 3
B0033,Pharmacy,2024-12,electricity,electricity_consumption,296.84,kWh,0.359,106.5641,Scope 2
B0033,Pharmacy,2024-12,water,water_supply,59.43,m3,0.344,20.4426,Scope 3
B0033,Pharmacy,2024-12,waste,solid_waste,74.21,kg,1.5,111.3083,Scope 3
B0034,Gym,2024-01,electricity,electricity_consumption,351.64,kWh,0.359,126.239,Scope 2
B0034,Gym,2024-01,water,water_supply,50.46,m3,0.344,17.3599,Scope 3
B0034,Gym,2024-01,waste,solid_waste,73.76,kg,1.5,110.6456,Scope 3
B0034,Gym,2024-02,electricity,electricity_consumption,368.46,kWh,0.359,132.2789,Scope 2
B0034,Gym,2024-02,water,water_supply,34.71,m3,0.344,11.9407,Scope 3
B0034,Gym,2024-02,waste,solid_waste,113.23,kg,1.5,169.8459,Scope 3
B0034,Gym,2024-03,electricity,electricity_consumption,340.06,kWh,0.359,122.0811,Scope 2
B0034,Gym,2024-03,water,water_supply,41.43,m3,0.344,14.2523,Scope 3
B0034,Gym,2024-03,waste,solid_waste,59.03,kg,1.5,88.5435,Scope 3
B0034,Gym,2024-04,electricity,electricity_consumption,400.59,kWh,0.359,143.8121,Scope 2
B0034,Gym,2024-04,water,water_supply,32.83,m3,0.344,11.2939,Scope 3
